"cause","sex","age","n","rt_upper","rt_lower","rt"
"Assault by sharp object","Males","1-4 years",9.64429,0.218907,0.0455824,0.112334
"Assault by sharp object","Males","5-9 years",7.90137,0.15398,0.0286431,0.0753625
"Assault by sharp object","Males","10-14 years",12.8195,0.255392,0.0552187,0.126928
"Assault by sharp object","Males","15-19 years",170.756,2.95052,0.772676,1.59117
"Assault by sharp object","Males","20-24 years",322.738,6.47231,1.49226,2.96295
"Assault by sharp object","Males","25-29 years",282.532,6.16168,1.32951,2.58648
"Assault by sharp object","Males","30-34 years",232.413,5.34009,1.12127,2.27423
"Assault by sharp object","Males","35-39 years",212.836,5.17952,1.00388,2.11148
"Assault by sharp object","Males","40-44 years",226.096,4.94718,1.04078,2.16379
"Assault by sharp object","Males","45-49 years",225.09,4.35903,0.968191,2.01621
"Assault by sharp object","Males","50-54 years",190.497,3.7786,0.830141,1.76027
"Assault by sharp object","Males","55-59 years",126.672,3.18345,0.612696,1.34121
"Assault by sharp object","Males","60-64 years",91.3313,2.70983,0.521872,1.14302
"Assault by sharp object","Males","65-69 years",60.6059,2.41561,0.445282,1.0602
"Assault by sharp object","Males","70-74 years",41.3822,2.28913,0.421567,0.991244
"Assault by sharp object","Males","75-79 years",33.6032,2.77505,0.420593,1.06438
"Assault by sharp object","Males","80+ years",59.2134,3.82895,0.516048,1.4203
"Assault by sharp object","Females","0-6 days",0.59491,3.4847,0.576999,1.48021
"Assault by sharp object","Females","7-27 days",0.161987,0.253763,0.0648438,0.134617
"Assault by sharp object","Females","28-364 days",1.76581,0.180363,0.0427792,0.091796
"Assault by sharp object","Females","1-4 years",9.54103,0.216272,0.0510019,0.116391
"Assault by sharp object","Females","5-9 years",7.15957,0.150197,0.0291841,0.0714123
"Assault by sharp object","Females","10-14 years",10.772,0.254839,0.0411973,0.111671
"Assault by sharp object","Females","15-19 years",49.0344,0.978698,0.21595,0.479434
"Assault by sharp object","Females","20-24 years",82.3552,1.7022,0.34321,0.797108
"Assault by sharp object","Females","25-29 years",87.8,1.68098,0.387683,0.851654
"Assault by sharp object","Females","30-34 years",81.6057,1.63174,0.392924,0.826777
"Assault by sharp object","Females","35-39 years",80.6882,1.64902,0.387253,0.814676
"Assault by sharp object","Females","40-44 years",79.1988,1.6186,0.368541,0.761668
"Assault by sharp object","Females","45-49 years",76.6931,1.23292,0.318931,0.674602
"Assault by sharp object","Females","50-54 years",56.3742,0.981902,0.242032,0.502603
"Assault by sharp object","Females","55-59 years",47.1371,0.897547,0.221909,0.471186
"Assault by sharp object","Females","60-64 years",34.0175,0.761519,0.180916,0.392956
"Assault by sharp object","Females","65-69 years",27.8652,0.818511,0.195214,0.430809
"Assault by sharp object","Females","70-74 years",23.2738,1.15591,0.172056,0.464938
"Assault by sharp object","Females","75-79 years",19.7875,1.03425,0.173667,0.47592
"Assault by sharp object","Females","80+ years",52.0938,1.51074,0.289329,0.710408
"Non-melanoma skin cancer","Males","15-19 years",0.59761,0.0109102,0.00228254,0.00556876
"Non-melanoma skin cancer","Males","20-24 years",1.69055,0.0356554,0.00581329,0.0155204
"Non-melanoma skin cancer","Males","25-29 years",4.67322,0.107092,0.0148657,0.0427817
"Non-melanoma skin cancer","Males","30-34 years",6.99617,0.185535,0.0196716,0.0684597
"Non-melanoma skin cancer","Males","35-39 years",13.4556,0.3446,0.0393969,0.133489
"Non-melanoma skin cancer","Males","40-44 years",32.3793,0.77496,0.116877,0.309876
"Non-melanoma skin cancer","Males","45-49 years",70.1941,1.38875,0.250639,0.628755
"Non-melanoma skin cancer","Males","50-54 years",128.028,2.64442,0.460861,1.18303
"Non-melanoma skin cancer","Males","55-59 years",178.83,3.58133,0.778837,1.89346
"Non-melanoma skin cancer","Males","60-64 years",216.724,5.07252,1.14031,2.71233
"Non-melanoma skin cancer","Males","65-69 years",215.638,7.33789,1.46597,3.77225
"Non-melanoma skin cancer","Males","70-74 years",205.689,8.62572,1.97315,4.92697
"Non-melanoma skin cancer","Males","75-79 years",244.228,13.92,2.81086,7.73587
"Non-melanoma skin cancer","Males","80+ years",796.978,32.6703,7.43356,19.1164
"Non-melanoma skin cancer","Females","15-19 years",0.167307,0.00393356,0.000517819,0.00163585
"Non-melanoma skin cancer","Females","20-24 years",0.422709,0.00888496,0.00133805,0.00409136
"Non-melanoma skin cancer","Females","25-29 years",1.06025,0.0251886,0.00315012,0.0102843
"Non-melanoma skin cancer","Females","30-34 years",1.62838,0.0392095,0.00528034,0.0164977
"Non-melanoma skin cancer","Females","35-39 years",3.29603,0.0773911,0.0109036,0.0332787
"Non-melanoma skin cancer","Females","40-44 years",7.57938,0.16434,0.026977,0.0728921
"Non-melanoma skin cancer","Females","45-49 years",20.427,0.397981,0.065926,0.179678
"Non-melanoma skin cancer","Females","50-54 years",37.964,0.782848,0.114391,0.338468
"Non-melanoma skin cancer","Females","55-59 years",48.2543,1.01195,0.194127,0.482353
"Non-melanoma skin cancer","Females","60-64 years",67.1947,1.58126,0.315252,0.776205
"Non-melanoma skin cancer","Females","65-69 years",66.6155,2.24637,0.389382,1.0299
"Non-melanoma skin cancer","Females","70-74 years",74.782,3.01992,0.581007,1.49391
"Non-melanoma skin cancer","Females","75-79 years",95.1273,4.31153,0.899665,2.28796
"Non-melanoma skin cancer","Females","80+ years",550.716,14.3529,2.96913,7.51017
"Assault by other means","Males","0-6 days",16.1419,76.8454,16.2104,38.2954
"Assault by other means","Males","7-27 days",6.71275,9.92025,2.27897,5.32103
"Assault by other means","Males","28-364 days",126.529,12.1961,2.33376,6.27597
"Assault by other means","Males","1-4 years",166.379,3.94977,0.746293,1.93795
"Assault by other means","Males","5-9 years",26.5706,0.519036,0.105894,0.253427
"Assault by other means","Males","10-14 years",18.0223,0.33162,0.0897956,0.178442
"Assault by other means","Males","15-19 years",46.9244,0.963403,0.178681,0.43726
"Assault by other means","Males","20-24 years",93.5209,2.00963,0.374303,0.858585
"Assault by other means","Males","25-29 years",93.2505,2.21227,0.347526,0.853676
"Assault by other means","Males","30-34 years",91.0336,2.20498,0.391618,0.890792
"Assault by other means","Males","35-39 years",97.9793,2.33175,0.445077,0.972023
"Assault by other means","Males","40-44 years",122.144,3.0389,0.528897,1.16894
"Assault by other means","Males","45-49 years",161.291,3.17309,0.701817,1.44474
"Assault by other means","Males","50-54 years",141.46,2.97968,0.626985,1.30716
"Assault by other means","Males","55-59 years",111.591,2.95848,0.522715,1.18152
"Assault by other means","Males","60-64 years",85.6471,2.3769,0.503721,1.07188
"Assault by other means","Males","65-69 years",62.2671,2.62342,0.460493,1.08926
"Assault by other means","Males","70-74 years",45.8694,2.75363,0.427923,1.09873
"Assault by other means","Males","75-79 years",45.8434,3.51049,0.532185,1.45208
"Assault by other means","Males","80+ years",97.9588,6.76835,0.772703,2.34965
"Assault by other means","Females","0-6 days",14.5306,73.95,14.8422,36.1539
"Assault by other means","Females","7-27 days",5.49202,7.86001,2.4413,4.56406
"Assault by other means","Females","28-364 days",99.1268,9.65442,2.4351,5.15313
"Assault by other means","Females","1-4 years",161.728,3.80302,0.812528,1.97292
"Assault by other means","Females","5-9 years",32.9339,0.667447,0.125422,0.328496
"Assault by other means","Females","10-14 years",21.5735,0.423804,0.0943599,0.223647
"Assault by other means","Females","15-19 years",62.5716,1.16872,0.25927,0.611795
"Assault by other means","Females","20-24 years",89.6316,1.77642,0.345413,0.867535
"Assault by other means","Females","25-29 years",85.6585,1.72839,0.337397,0.830882
"Assault by other means","Females","30-34 years",76.2729,1.54186,0.328043,0.772748
"Assault by other means","Females","35-39 years",75.4403,1.53562,0.341106,0.761691
"Assault by other means","Females","40-44 years",85.7315,1.50657,0.395152,0.824494
"Assault by other means","Females","45-49 years",91.3453,1.34422,0.424178,0.803484
"Assault by other means","Females","50-54 years",63.1963,1.01854,0.271321,0.563426
"Assault by other means","Females","55-59 years",47.3008,0.889818,0.217287,0.472822
"Assault by other means","Females","60-64 years",39.1503,0.84573,0.20629,0.452247
"Assault by other means","Females","65-69 years",34.2783,1.17075,0.236393,0.529957
"Assault by other means","Females","70-74 years",35.1626,1.39508,0.295148,0.70244
"Assault by other means","Females","75-79 years",34.5033,1.91009,0.308972,0.829858
"Assault by other means","Females","80+ years",127.377,4.1054,0.681342,1.73706
"Epilepsy","Males","0-6 days",0,0,0,0
"Epilepsy","Males","7-27 days",0,0,0,0
"Epilepsy","Males","28-364 days",5.6456,0.696136,0.0982817,0.280027
"Epilepsy","Males","1-4 years",16.9343,0.434154,0.0722975,0.197247
"Epilepsy","Males","5-9 years",11.3236,0.227115,0.0429975,0.108003
"Epilepsy","Males","10-14 years",12.9763,0.263293,0.0519707,0.128481
"Epilepsy","Males","15-19 years",32.465,0.560472,0.134369,0.302522
"Epilepsy","Males","20-24 years",58.3098,0.990763,0.250468,0.535323
"Epilepsy","Males","25-29 years",64.9938,1.12435,0.274042,0.594996
"Epilepsy","Males","30-34 years",66.2457,1.16395,0.323191,0.648234
"Epilepsy","Males","35-39 years",71.285,1.29998,0.340645,0.707196
"Epilepsy","Males","40-44 years",90.1299,1.49465,0.440657,0.862563
"Epilepsy","Males","45-49 years",105.599,1.78541,0.456445,0.945891
"Epilepsy","Males","50-54 years",113.392,1.93555,0.512773,1.04779
"Epilepsy","Males","55-59 years",89.6734,1.83281,0.473655,0.949464
"Epilepsy","Males","60-64 years",82.1437,1.93785,0.451099,1.02804
"Epilepsy","Males","65-69 years",79.361,2.70882,0.600699,1.3883
"Epilepsy","Males","70-74 years",82.5219,3.9408,0.878758,1.97668
"Epilepsy","Males","75-79 years",108.389,7.14598,1.32272,3.43322
"Epilepsy","Males","80+ years",458.295,24.2159,4.22185,10.9927
"Epilepsy","Females","0-6 days",0,0,0,0
"Epilepsy","Females","7-27 days",0,0,0,0
"Epilepsy","Females","28-364 days",4.42669,0.491691,0.089166,0.230123
"Epilepsy","Females","1-4 years",13.8854,0.389765,0.0651169,0.169387
"Epilepsy","Females","5-9 years",10.229,0.247479,0.037814,0.102028
"Epilepsy","Females","10-14 years",11.0914,0.244326,0.0425648,0.114982
"Epilepsy","Females","15-19 years",24.3904,0.50843,0.1031,0.238477
"Epilepsy","Females","20-24 years",38.9284,0.740714,0.165238,0.376785
"Epilepsy","Females","25-29 years",40.1342,0.755186,0.165447,0.389299
"Epilepsy","Females","30-34 years",39.7742,0.74629,0.183544,0.402967
"Epilepsy","Females","35-39 years",45.761,0.839045,0.207896,0.46203
"Epilepsy","Females","40-44 years",57.0752,0.965879,0.251713,0.548902
"Epilepsy","Females","45-49 years",68.8386,1.17038,0.268164,0.605513
"Epilepsy","Females","50-54 years",73.2844,1.2948,0.301054,0.653366
"Epilepsy","Females","55-59 years",68.7855,1.37113,0.316633,0.687584
"Epilepsy","Females","60-64 years",76.2008,1.71662,0.40372,0.880239
"Epilepsy","Females","65-69 years",62.9698,1.9469,0.421633,0.973542
"Epilepsy","Females","70-74 years",71.884,2.91095,0.623369,1.43602
"Epilepsy","Females","75-79 years",100.593,4.80653,1.0531,2.41941
"Epilepsy","Females","80+ years",548.649,14.7384,3.07562,7.48199
"Rheumatoid arthritis","Males","5-9 years",0.701915,0.0162818,0.00206579,0.0066948
"Rheumatoid arthritis","Males","10-14 years",0.920159,0.0200248,0.00330467,0.00911066
"Rheumatoid arthritis","Males","15-19 years",1.29641,0.0230693,0.00525152,0.0120804
"Rheumatoid arthritis","Males","20-24 years",1.00628,0.0173904,0.00385949,0.00923832
"Rheumatoid arthritis","Males","25-29 years",0.973611,0.0168073,0.00417966,0.00891307
"Rheumatoid arthritis","Males","30-34 years",1.06702,0.0227619,0.00439999,0.0104411
"Rheumatoid arthritis","Males","35-39 years",1.77041,0.0384597,0.00666971,0.0175637
"Rheumatoid arthritis","Males","40-44 years",3.1207,0.0636754,0.0113495,0.0298658
"Rheumatoid arthritis","Males","45-49 years",8.77995,0.154375,0.0377304,0.0786452
"Rheumatoid arthritis","Males","50-54 years",20.2132,0.377462,0.0776297,0.186778
"Rheumatoid arthritis","Males","55-59 years",35.679,0.720923,0.174132,0.37777
"Rheumatoid arthritis","Males","60-64 years",65.3109,1.58479,0.348724,0.817374
"Rheumatoid arthritis","Males","65-69 years",80.6303,2.68152,0.618294,1.4105
"Rheumatoid arthritis","Males","70-74 years",94.4375,4.1472,1.11102,2.2621
"Rheumatoid arthritis","Males","75-79 years",113.473,6.55751,1.65993,3.59423
"Rheumatoid arthritis","Males","80+ years",229.064,10.1046,2.22195,5.49436
"Rheumatoid arthritis","Females","5-9 years",0.906402,0.0190177,0.00368507,0.0090408
"Rheumatoid arthritis","Females","10-14 years",1.13243,0.0244738,0.00500087,0.0117397
"Rheumatoid arthritis","Females","15-19 years",1.4275,0.0332281,0.0050728,0.0139574
"Rheumatoid arthritis","Females","20-24 years",1.8571,0.0441812,0.00623046,0.0179746
"Rheumatoid arthritis","Females","25-29 years",1.73654,0.0380572,0.00608144,0.0168443
"Rheumatoid arthritis","Females","30-34 years",1.92819,0.0440559,0.00674002,0.0195352
"Rheumatoid arthritis","Females","35-39 years",4.20998,0.0930914,0.0171731,0.0425064
"Rheumatoid arthritis","Females","40-44 years",9.68361,0.189559,0.0368409,0.0931289
"Rheumatoid arthritis","Females","45-49 years",25.0489,0.44825,0.0922164,0.220333
"Rheumatoid arthritis","Females","50-54 years",43.17,0.794003,0.162954,0.384881
"Rheumatoid arthritis","Females","55-59 years",79.8336,1.46001,0.38674,0.798022
"Rheumatoid arthritis","Females","60-64 years",146.254,3.30838,0.725444,1.68946
"Rheumatoid arthritis","Females","65-69 years",200.396,5.62762,1.58761,3.0982
"Rheumatoid arthritis","Females","70-74 years",263.597,9.99378,2.43775,5.26585
"Rheumatoid arthritis","Females","75-79 years",353.038,15.6376,3.69584,8.49111
"Rheumatoid arthritis","Females","80+ years",927.631,21.3106,5.59991,12.6502
"Decubitus ulcer","Males","1-4 years",0.025906,0.000554523,0.000108044,0.000301747
"Decubitus ulcer","Males","5-9 years",0.0440701,0.00075977,0.000180559,0.000420337
"Decubitus ulcer","Males","10-14 years",0.0628249,0.0011774,0.000255992,0.000622041
"Decubitus ulcer","Males","15-19 years",0.352389,0.00617545,0.0014626,0.0032837
"Decubitus ulcer","Males","20-24 years",0.747044,0.0129877,0.00302316,0.00685837
"Decubitus ulcer","Males","25-29 years",1.53952,0.025846,0.00651113,0.0140937
"Decubitus ulcer","Males","30-34 years",2.14708,0.0409449,0.00903144,0.0210098
"Decubitus ulcer","Males","35-39 years",3.82553,0.0703757,0.0158554,0.0379519
"Decubitus ulcer","Males","40-44 years",6.75116,0.131326,0.0275262,0.06461
"Decubitus ulcer","Males","45-49 years",10.2503,0.180937,0.040845,0.0918158
"Decubitus ulcer","Males","50-54 years",17.6532,0.322226,0.0729337,0.163123
"Decubitus ulcer","Males","55-59 years",23.0851,0.488284,0.0948261,0.244425
"Decubitus ulcer","Males","60-64 years",35.501,0.879047,0.200159,0.444299
"Decubitus ulcer","Males","65-69 years",47.2199,1.54887,0.373233,0.826038
"Decubitus ulcer","Males","70-74 years",75.2168,3.4077,0.865501,1.8017
"Decubitus ulcer","Males","75-79 years",108.234,6.90954,1.66926,3.42828
"Decubitus ulcer","Males","80+ years",506.299,22.723,5.56702,12.1442
"Decubitus ulcer","Females","1-4 years",0.0380854,0.000875842,0.000197617,0.000464603
"Decubitus ulcer","Females","5-9 years",0.0429753,0.000794431,0.000187783,0.000428652
"Decubitus ulcer","Females","10-14 years",0.13603,0.00288172,0.000463897,0.00141019
"Decubitus ulcer","Females","15-19 years",0.630854,0.0123559,0.00222875,0.00616819
"Decubitus ulcer","Females","20-24 years",0.948925,0.0188641,0.00333156,0.00918455
"Decubitus ulcer","Females","25-29 years",2.03779,0.0426936,0.0074986,0.0197665
"Decubitus ulcer","Females","30-34 years",2.31948,0.047266,0.00972723,0.0234995
"Decubitus ulcer","Females","35-39 years",3.55392,0.0726293,0.0129996,0.0358825
"Decubitus ulcer","Females","40-44 years",5.95761,0.112183,0.025069,0.0572953
"Decubitus ulcer","Females","45-49 years",11.0081,0.184303,0.0447853,0.0968285
"Decubitus ulcer","Females","50-54 years",16.4978,0.295226,0.0569056,0.147086
"Decubitus ulcer","Females","55-59 years",24.7754,0.530797,0.088746,0.247657
"Decubitus ulcer","Females","60-64 years",36.9265,0.826804,0.177017,0.426559
"Decubitus ulcer","Females","65-69 years",55.7643,1.73705,0.358672,0.86214
"Decubitus ulcer","Females","70-74 years",88.6127,3.52345,0.801421,1.77021
"Decubitus ulcer","Females","75-79 years",158.787,7.37005,1.81324,3.81907
"Decubitus ulcer","Females","80+ years",1312.42,36.0358,8.15414,17.8977
"Other neonatal disorders","Males","0-6 days",815.198,3196.03,1048.05,1934
"Other neonatal disorders","Males","7-27 days",161.674,242.378,50.2341,128.155
"Other neonatal disorders","Males","28-364 days",179.764,22.5283,2.44985,8.91648
"Other neonatal disorders","Males","1-4 years",3.73432,0.114922,0.0122399,0.0434965
"Other neonatal disorders","Females","0-6 days",671.056,2881.64,845.683,1669.67
"Other neonatal disorders","Females","7-27 days",130.659,216.33,45.0069,108.582
"Other neonatal disorders","Females","28-364 days",125.924,17.8584,2.00865,6.54619
"Other neonatal disorders","Females","1-4 years",3.3657,0.113987,0.0104222,0.0410581
"Iron-deficiency anemia","Males","28-364 days",0.574036,0.0597682,0.0119989,0.0284728
"Iron-deficiency anemia","Males","1-4 years",0.697286,0.0171708,0.00311314,0.00812182
"Iron-deficiency anemia","Males","5-9 years",0.526384,0.00994584,0.00183115,0.0050206
"Iron-deficiency anemia","Males","10-14 years",0.856124,0.0183327,0.00287872,0.00847664
"Iron-deficiency anemia","Males","15-19 years",1.97303,0.0375549,0.00712126,0.0183855
"Iron-deficiency anemia","Males","20-24 years",2.38637,0.043421,0.00938206,0.0219084
"Iron-deficiency anemia","Males","25-29 years",3.84302,0.0691979,0.0142084,0.0351815
"Iron-deficiency anemia","Males","30-34 years",3.19341,0.0603775,0.0134206,0.0312485
"Iron-deficiency anemia","Males","35-39 years",4.6854,0.0925464,0.0216303,0.0464824
"Iron-deficiency anemia","Males","40-44 years",8.11427,0.145853,0.0359735,0.0776553
"Iron-deficiency anemia","Males","45-49 years",13.8876,0.238616,0.0521842,0.124397
"Iron-deficiency anemia","Males","50-54 years",21.6654,0.36472,0.095202,0.200198
"Iron-deficiency anemia","Males","55-59 years",27.6523,0.527444,0.143464,0.292783
"Iron-deficiency anemia","Males","60-64 years",39.1399,0.884331,0.240942,0.489841
"Iron-deficiency anemia","Males","65-69 years",46.8989,1.4246,0.396961,0.820422
"Iron-deficiency anemia","Males","70-74 years",59.9827,2.43386,0.714135,1.43679
"Iron-deficiency anemia","Males","75-79 years",85.1628,4.41083,1.39021,2.69752
"Iron-deficiency anemia","Males","80+ years",442.775,17.9382,5.65583,10.6205
"Iron-deficiency anemia","Females","28-364 days",0.457899,0.0505664,0.00986044,0.023804
"Iron-deficiency anemia","Females","1-4 years",0.631497,0.016943,0.00283098,0.00770363
"Iron-deficiency anemia","Females","5-9 years",0.586762,0.0127561,0.00189979,0.00585259
"Iron-deficiency anemia","Females","10-14 years",0.922821,0.0206058,0.00275,0.00956667
"Iron-deficiency anemia","Females","15-19 years",1.66864,0.0352221,0.00536815,0.0163152
"Iron-deficiency anemia","Females","20-24 years",2.12274,0.0425467,0.00788776,0.0205458
"Iron-deficiency anemia","Females","25-29 years",2.77364,0.0522007,0.0115083,0.0269041
"Iron-deficiency anemia","Females","30-34 years",3.54529,0.0676403,0.0161017,0.0359186
"Iron-deficiency anemia","Females","35-39 years",6.4312,0.126992,0.0271744,0.0649332
"Iron-deficiency anemia","Females","40-44 years",9.60811,0.188005,0.0407847,0.0924028
"Iron-deficiency anemia","Females","45-49 years",16.7313,0.275715,0.0609548,0.14717
"Iron-deficiency anemia","Females","50-54 years",20.118,0.350867,0.0707965,0.179362
"Iron-deficiency anemia","Females","55-59 years",27.7378,0.53737,0.104506,0.277269
"Iron-deficiency anemia","Females","60-64 years",38.3466,0.851119,0.165868,0.442964
"Iron-deficiency anemia","Females","65-69 years",46.2953,1.21348,0.303957,0.715746
"Iron-deficiency anemia","Females","70-74 years",67.7858,2.4201,0.589368,1.35415
"Iron-deficiency anemia","Females","75-79 years",107.789,4.37827,1.23445,2.59248
"Iron-deficiency anemia","Females","80+ years",953.635,20.7396,6.571,13.0048
"Meningitis","Males","0-6 days",2.97757,14.6871,3.03741,7.06406
"Meningitis","Males","7-27 days",9.78522,15.1005,3.12087,7.7565
"Meningitis","Males","28-364 days",61.5632,5.75383,1.35863,3.0536
"Meningitis","Males","1-4 years",47.3579,1.18585,0.214814,0.551614
"Meningitis","Males","5-9 years",17.5736,0.309682,0.074234,0.167615
"Meningitis","Males","10-14 years",17.1309,0.326654,0.0714018,0.169616
"Meningitis","Males","15-19 years",28.0203,0.581089,0.112526,0.261104
"Meningitis","Males","20-24 years",31.4518,0.567034,0.139482,0.288748
"Meningitis","Males","25-29 years",29.2163,0.536937,0.133833,0.267465
"Meningitis","Males","30-34 years",28.9012,0.533983,0.135006,0.282807
"Meningitis","Males","35-39 years",41.3331,0.824766,0.188802,0.410053
"Meningitis","Males","40-44 years",54.3904,0.990173,0.261658,0.520527
"Meningitis","Males","45-49 years",87.0919,1.51318,0.394796,0.780114
"Meningitis","Males","50-54 years",117.008,1.98489,0.549732,1.08121
"Meningitis","Males","55-59 years",57.958,1.16219,0.307333,0.613661
"Meningitis","Males","60-64 years",63.172,1.44008,0.387242,0.790605
"Meningitis","Males","65-69 years",59.0414,1.79388,0.548654,1.03284
"Meningitis","Males","70-74 years",62.504,2.85776,0.748884,1.49719
"Meningitis","Males","75-79 years",72.5918,4.45807,1.15425,2.29933
"Meningitis","Males","80+ years",195.094,9.51418,2.08914,4.67956
"Meningitis","Females","0-6 days",2.63433,12.0933,3.09545,6.55453
"Meningitis","Females","7-27 days",9.02541,14.002,3.21867,7.50042
"Meningitis","Females","28-364 days",54.9735,5.27547,1.33031,2.85781
"Meningitis","Females","1-4 years",41.8979,0.960363,0.217209,0.511112
"Meningitis","Females","5-9 years",15.5026,0.295484,0.0734829,0.154629
"Meningitis","Females","10-14 years",12.0937,0.263239,0.0531832,0.125372
"Meningitis","Females","15-19 years",21.7055,0.45612,0.0825831,0.212226
"Meningitis","Females","20-24 years",23.4021,0.465606,0.0899591,0.226507
"Meningitis","Females","25-29 years",18.7344,0.371729,0.0741714,0.181723
"Meningitis","Females","30-34 years",19.3834,0.377856,0.0884086,0.19638
"Meningitis","Females","35-39 years",23.5494,0.4528,0.113603,0.237769
"Meningitis","Females","40-44 years",33.568,0.598575,0.161429,0.322829
"Meningitis","Females","45-49 years",46.7836,0.72379,0.197207,0.411514
"Meningitis","Females","50-54 years",59.046,0.933631,0.263475,0.526424
"Meningitis","Females","55-59 years",51.1108,0.95729,0.242725,0.510906
"Meningitis","Females","60-64 years",57.1742,1.15703,0.31807,0.660453
"Meningitis","Females","65-69 years",55.8832,1.54265,0.418819,0.863978
"Meningitis","Females","70-74 years",62.4554,2.33646,0.577259,1.24767
"Meningitis","Females","75-79 years",76.3103,3.36904,0.899025,1.83538
"Meningitis","Females","80+ years",288.326,7.33635,1.74259,3.93194
"Thyroid cancer","Males","10-14 years",0.763386,0.035525,0.000595045,0.00755842
"Thyroid cancer","Males","15-19 years",1.71428,0.0537865,0.00260235,0.0159743
"Thyroid cancer","Males","20-24 years",3.25521,0.0765332,0.00886533,0.029885
"Thyroid cancer","Males","25-29 years",3.57057,0.0743217,0.0104284,0.0326874
"Thyroid cancer","Males","30-34 years",5.62346,0.123124,0.0203766,0.0550273
"Thyroid cancer","Males","35-39 years",8.9219,0.189465,0.0348234,0.0885114
"Thyroid cancer","Males","40-44 years",16.9893,0.398144,0.0541076,0.162591
"Thyroid cancer","Males","45-49 years",31.9839,0.616607,0.104116,0.286492
"Thyroid cancer","Males","50-54 years",56.8885,1.14618,0.191768,0.525675
"Thyroid cancer","Males","55-59 years",74.2031,1.63199,0.303166,0.785664
"Thyroid cancer","Males","60-64 years",93.4816,2.25408,0.489943,1.16993
"Thyroid cancer","Males","65-69 years",94.3244,3.18121,0.728383,1.65006
"Thyroid cancer","Males","70-74 years",100.062,4.58701,0.980803,2.39682
"Thyroid cancer","Males","75-79 years",93.0886,6.50464,1.11243,2.94857
"Thyroid cancer","Males","80+ years",195.987,10.2355,1.68996,4.70097
"Thyroid cancer","Females","10-14 years",1.44917,0.0634788,0.0014668,0.0150233
"Thyroid cancer","Females","15-19 years",1.42119,0.0325826,0.00445634,0.0138957
"Thyroid cancer","Females","20-24 years",2.06061,0.0443165,0.0069672,0.0199445
"Thyroid cancer","Females","25-29 years",3.43958,0.0802668,0.0110849,0.0333637
"Thyroid cancer","Females","30-34 years",4.93716,0.103344,0.0181618,0.0500201
"Thyroid cancer","Females","35-39 years",8.11996,0.190032,0.0340713,0.081984
"Thyroid cancer","Females","40-44 years",12.4918,0.241037,0.0527521,0.120135
"Thyroid cancer","Females","45-49 years",26.4399,0.455502,0.09984,0.232569
"Thyroid cancer","Females","50-54 years",41.7729,0.756159,0.150357,0.372425
"Thyroid cancer","Females","55-59 years",71.2178,1.36802,0.300193,0.711898
"Thyroid cancer","Females","60-64 years",96.6325,2.08293,0.531778,1.11626
"Thyroid cancer","Females","65-69 years",103.14,3.02068,0.702571,1.59459
"Thyroid cancer","Females","70-74 years",116.695,4.19045,1.11606,2.3312
"Thyroid cancer","Females","75-79 years",145.163,6.4855,1.73524,3.49138
"Thyroid cancer","Females","80+ years",397.427,9.52226,2.74015,5.41976
"Nasopharynx cancer","Males","5-9 years",1.52578,0.0421702,0.00266317,0.0145527
"Nasopharynx cancer","Males","10-14 years",3.26962,0.0972193,0.00597572,0.0323731
"Nasopharynx cancer","Males","15-19 years",3.94273,0.0946319,0.00954574,0.0367399
"Nasopharynx cancer","Males","20-24 years",5.89336,0.120658,0.0174941,0.054105
"Nasopharynx cancer","Males","25-29 years",6.96317,0.152638,0.0225954,0.0637454
"Nasopharynx cancer","Males","30-34 years",9.81632,0.210613,0.0338762,0.0960557
"Nasopharynx cancer","Males","35-39 years",18.6299,0.374086,0.068391,0.184822
"Nasopharynx cancer","Males","40-44 years",40.8312,0.90613,0.128964,0.390763
"Nasopharynx cancer","Males","45-49 years",82.7709,1.64825,0.261232,0.741409
"Nasopharynx cancer","Males","50-54 years",103.394,1.85407,0.416185,0.955409
"Nasopharynx cancer","Males","55-59 years",124.885,2.51747,0.599751,1.32229
"Nasopharynx cancer","Males","60-64 years",132.534,3.08843,0.770634,1.65868
"Nasopharynx cancer","Males","65-69 years",118.466,3.67148,1.0382,2.07238
"Nasopharynx cancer","Males","70-74 years",106.909,4.52647,1.32805,2.56084
"Nasopharynx cancer","Males","75-79 years",83.3414,5.41723,1.10058,2.63982
"Nasopharynx cancer","Males","80+ years",126.404,6.21724,1.27146,3.03195
"Nasopharynx cancer","Females","5-9 years",0.878971,0.0260689,0.00145549,0.00876719
"Nasopharynx cancer","Females","10-14 years",1.6438,0.053063,0.00269849,0.0170409
"Nasopharynx cancer","Females","15-19 years",2.2414,0.0957219,0.00165342,0.0219153
"Nasopharynx cancer","Females","20-24 years",3.50172,0.101336,0.00829443,0.0338928
"Nasopharynx cancer","Females","25-29 years",3.02244,0.0912455,0.00493384,0.0293175
"Nasopharynx cancer","Females","30-34 years",4.84661,0.127259,0.0118222,0.0491028
"Nasopharynx cancer","Females","35-39 years",12.4024,0.318708,0.0409039,0.125222
"Nasopharynx cancer","Females","40-44 years",16.102,0.358677,0.048096,0.154855
"Nasopharynx cancer","Females","45-49 years",33.1954,0.680775,0.0933512,0.291991
"Nasopharynx cancer","Females","50-54 years",39.1187,0.707268,0.148132,0.348762
